date,tweets,image
2020-10-31 23:31:21,b'I can\xe2\x80\x99t wait for my Lolita merry sticker to arrive by @sashimilu \xf0\x9f\xa5\xba\xf0\x9f\xa5\xba',none

2020-10-31 23:30:58,b'@COOKIE_LOLITA @DPEEndable EIGGHHHHHHTTTT?????',none

2020-10-31 23:30:20,b'RT @MajinScarlet: Lolita fashion is super fucking pretty',none

2020-10-31 23:29:39,"b""RT @xxTyTyxz: 20 likes before 5 pm i'll buy a webcam and stream in a lolita dress""",none

2020-10-31 23:29:29,"b'-\n[\xf0\x9f\x8e\x83]\nyou received a delivery !\n\nfrom: anon\nto: @evil_lolita \n\n""let\xe2\x80\x99s have a minecraft date because i love u ahaha "" https://t.co/SJtL4Hwu3d'",http://pbs.twimg.com/media/ElscVhkU0AAOywt.jpg

2020-10-31 23:28:03,b'@TsQueen_Diana @AlenaOstberg @BiGoddess3 @PleasureTgirl @AnkitaShemale2 @TsBaeX2 @Ts_Lolita @ShemalesOnCams\xe2\x80\xa6 https://t.co/D4kIm1uHjg',none

2020-10-31 23:28:03,"b'RT @shedisease: @kitaakes junpei googling frantically at 3 am ""difference between goth and emo"" ""difference between goth and emo and lolita""'",none

2020-10-31 23:27:29,"b'@kitaakes junpei googling frantically at 3 am ""difference between goth and emo"" ""difference between goth and emo and lolita""'",none

2020-10-31 23:27:22,b'Lolita fashion is super fucking pretty',none

2020-10-31 23:25:44,b'@lovsercat can i offer this: 2k + (2) gothic lolita sleeves + 1 arachnofabulous earrings + magical witch hat \nfor your noc ears?',none

2020-10-31 23:25:32,b'@ciinnamwon can i offer this: 2k + (2) gothic lolita sleeves + 1 arachnofabulous earrings + magical witch hat \nfor your noc ears?',none

2020-10-31 23:25:18,b'@Kuroality can i offer this: 2k + (2) gothic lolita sleeves + 1 arachnofabulous earrings + magical witch hat \nfor your noc ears?',none

2020-10-31 23:25:09,b'@MaybeVeux can i offer this: 2k + (2) gothic lolita sleeves + 1 arachnofabulous earrings + magical witch hat \nfor your noc ears?',none

2020-10-31 23:24:52,b'@CookiesTiffany can i offer this: 2k + (2) gothic lolita sleeves + 1 arachnofabulous earrings + magical witch hat \nfor your noc ears?',none

2020-10-31 23:24:47,b'@lolita_spicy SHE WAS A BAD BITCH AND SHE KNEW IT',none

2020-10-31 23:23:01,b'@ChrisLexz can i offer this: 2k + (2) gothic lolita sleeves + 1 arachnofabulous earrings + magical witch hat \nfor your noc ears?',none

2020-10-31 23:22:10,b'@LxvleyRxses can i offer this: 2k + (2) gothic lolita sleeves + 1 arachnofabulous earrings + magical witch hat \nfor\xe2\x80\xa6 https://t.co/RHEmIonHkB',none

2020-10-31 23:21:15,"b""@royale_high i don't have enough time to get the Lolita sleevesss""",none

2020-10-31 23:20:47,b'@gxnghqm can i offer this for your noc ears?\n2k + (2) gothic lolita sleeves + 1 arachnofabulous earrings \ni can maybe add 1k-2k more?',none

2020-10-31 23:20:39,"b'RT @darkyjoe_: Halloween video call with @_nyanssu oc, Angkasa! Thank you Mir\xe2\x9c\xa8\xf0\x9f\x92\x9b finally they can meet each other\xf0\x9f\xa4\xad\xf0\x9f\xa4\xad\nAnw Rei agreed to do thi\xe2\x80\xa6'",none

2020-10-31 23:20:17,"b'I have recently read and liked: A Clockwork Orange, Catch-22, Lolita, American Psycho'",none

2020-10-31 23:17:42,b'would anybody do this trade with me? :\nme: 2k + (2) gothic lolita sleeves + 1 arachnofabulous earrings \nyou: noc ea\xe2\x80\xa6 https://t.co/IVl3iIYbsF',none

2020-10-31 23:16:47,"b'RT @darkyjoe_: Halloween video call with @_nyanssu oc, Angkasa! Thank you Mir\xe2\x9c\xa8\xf0\x9f\x92\x9b finally they can meet each other\xf0\x9f\xa4\xad\xf0\x9f\xa4\xad\nAnw Rei agreed to do thi\xe2\x80\xa6'",none

2020-10-31 23:15:09,"b'@rhupdatelog I bought 5 Lolita sleeves, 4 witch hats, 2 SE sleeves and 2 rebel torsos'",none

2020-10-31 23:14:39,"b""@TerraTerrific Np, im a huge fan of ur art I've been following since early tumblr and i also am black n love lolita\xe2\x80\xa6 https://t.co/BFDvkpCZXw""",none

2020-10-31 23:12:10,"b'@naxuu Nabokov, on the design of Lolita\'s cover: ""There is one subject which I am emphatically opposed to: any kind\xe2\x80\xa6 https://t.co/MRhBZkOhcF'",none

2020-10-31 23:10:30,"b""RT @xxTyTyxz: 20 likes before 5 pm i'll buy a webcam and stream in a lolita dress""",none

2020-10-31 23:09:43,"b'( \xcb\xb6\xcb\x86\xea\x92\xb3\xcb\x86\xcb\xb5 ) hi ! cross trading these items for mm2 weapons : SE set [ w /o the crown , soz ] and goth lolita sleeves\xe2\x80\xa6 https://t.co/HfKt8qC4Fe'",none

2020-10-31 23:08:32,b'halloween means I was legally allowed to wear this to work #egl #lolita https://t.co/c76KOAln8o',http://pbs.twimg.com/media/ElsXl9uX0AAjc-n.jpg

2020-10-31 23:08:18,b'lolita fashion is so cute aaaa',none

2020-10-31 23:08:02,"b'\xf0\x9f\x8c\xb7 Tiny Garden Garden Dance 2.0 Classic Lolita Dress JSK (TG01)\n\xf0\x9f\x8c\x8d $59 Free shipping to worldwide \xe2\x9c\x88\xef\xb8\x8f\n\xf0\x9f\x94\x8e Search ""TG01""\xe2\x80\xa6 https://t.co/zgem2pBc1q'",none

2020-10-31 23:06:59,"b'RT @darkyjoe_: Halloween video call with @_nyanssu oc, Angkasa! Thank you Mir\xe2\x9c\xa8\xf0\x9f\x92\x9b finally they can meet each other\xf0\x9f\xa4\xad\xf0\x9f\xa4\xad\nAnw Rei agreed to do thi\xe2\x80\xa6'",none

2020-10-31 23:05:10,b'Favorite OC the design: Josephine.\xe2\x81\xa0\nShe has a lot of personality and a cute lolita wardrobe. \xe2\x81\xa0\n\xe2\x81\xa0\nThis is the last o\xe2\x80\xa6 https://t.co/CcTI7BXSYh',none

2020-10-31 23:03:31,b'@scientificecon What a lolita world!',none

2020-10-31 23:00:40,b'@naxuu tbh the history of marketing Lolita is full of gross stuff',none

2020-10-31 22:58:44,b'RT @Arlahndo: You will find your soulmate in your DMs.',none

2020-10-31 22:57:19,b'RT @Arlahndo: Someone is very lucky to have you in their life.',none

2020-10-31 22:54:44,b'I ate 2 \xf0\x9f\x98\x97 https://t.co/4TJdhozr10',none

2020-10-31 22:53:49,b'@nunhyabusiness My girl Milla has a habit of going pspspspspsps at beasts that most men would normally run from. Bu\xe2\x80\xa6 https://t.co/mSs0lInWKN',none

2020-10-31 22:52:20,"b'@Diocanela @besf0rt @shelnew19 Many rich people do! Angelina Jolie, Bill Gates. It\xe2\x80\x99s called philanthropy. They are\xe2\x80\xa6 https://t.co/1xgqE3xS60'",none

2020-10-31 22:50:37,"b'also lolita is literally about a stepfather trying to fuck his stepdaughter who is 13,,,,,'",none

2020-10-31 22:48:34,"b'So, I thought it would be fun to wear Lolita for Halloween.. it\xe2\x80\x99s been an hour in this dress and I wanna take it off already.'",none

2020-10-31 22:47:27,"b'RT @gumiteeth: hi i\xe2\x80\x99m new to ed/sh twt so plz retweet !! \n\nsw : 205 , cw : 185 , cgw : 170\ni will post/interact w gore !!\ni lov , miku , lo\xe2\x80\xa6'",none

2020-10-31 22:46:15,b'@MillerinDc @realDonaldTrump If there was a story we\xe2\x80\x99d know. It\xe2\x80\x99s more likely that the Lolita express was filled wi\xe2\x80\xa6 https://t.co/iJrghCfYCR',none

2020-10-31 22:44:38,"b'Unicorn, gothic Lolita Miku, and Dr. Anthony Fauci at your service. https://t.co/jQxhIsBEEY'",none

2020-10-31 22:43:59,b'is it me or is this Martin Amis blurb on this cover for Lolita really weird. nodding scandalized assent? https://t.co/a9uyiImIe0',http://pbs.twimg.com/media/ElsR-hxU8AAQBXf.jpg

2020-10-31 22:40:40,"b'RT @_oceaninspace: Last of my Cute Girltobers!!\xe2\x9d\xa4\xef\xb8\x8f (Lolita, Jester, &amp; Witch)\nHappy Halloween\xf0\x9f\x8e\x83 https://t.co/hLzoRUJWSI'",http://pbs.twimg.com/media/ElqycA9XYAUUaJ_.jpg

2020-10-31 22:39:33,b'RT @turtlepawz: Nui from #killlakill for the lolita theme of #cutegirltober https://t.co/Mfm5AUqhLG',http://pbs.twimg.com/media/ElVI3kVXEAEyjVi.png

2020-10-31 22:38:44,b'@Alyssia87454809 yes! im looking for goth lolita sleeves and offering 10K',none

2020-10-31 22:38:30,b'Every day I remember how much I hate horny frat boys while in lolita https://t.co/Copy6fEgCw',http://pbs.twimg.com/media/ElsQuLZUYAA-Qg8.jpg

2020-10-31 22:37:57,b'anyone looking for goth lolita sleeves shadow empress boots royal rebel boots bat-mo-heels oh just the whole rr set\xe2\x80\xa6 https://t.co/SjniltBy72',none

2020-10-31 22:37:11,"b'RT @Sxmplyzoey_: -`, Giveaway Time \xf0\x9f\x94\xb8\n\n  Prize \n          \xe2\x9c\x8e Goth Lolita Sleeves \xf0\x9f\x8e\x83\n\nRules\n\n  \xe2\x8c\x9cFollow me ( @Sxmplyzoey_ )\xe2\x8c\x9f\n  \xe2\x8c\x9cLike and Rt \xe2\x8c\x9f\xe2\x80\xa6'",none

2020-10-31 22:37:08,"b'@Corpse_Husband Serenade my ears, bb. \xf0\x9f\x96\xa4'",none

2020-10-31 22:37:04,b'congratulations on Halloween!~\xf0\x9f\x8e\x83\xe2\x9c\xa8\xf0\x9f\x8c\x88\xf0\x9f\x91\xbb\n#Halloween2020 #witch #lolita #lolitafashion #kawaii https://t.co/23Cc1hETwV',http://pbs.twimg.com/media/ElsQY1YX0AYMrwe.jpg

2020-10-31 22:34:17,"b""And people who expect me to be nice, fuck you. There's an obvious as day reason I'm not voting. They're both fuckin\xe2\x80\xa6 https://t.co/g6VtiyVmLd""",none

2020-10-31 22:29:27,b'@Lolita_Pluma Forever',none

2020-10-31 22:26:42,b'y\xe2\x80\x99all should be mad about her romanticizing lolita and not about her wearing a generic costume https://t.co/98UdlYgevy',none

2020-10-31 22:17:35,b'Lolita witch look for work today \xf0\x9f\x92\x9a https://t.co/zFNtFhzTEU',http://pbs.twimg.com/media/ElsL7XaXgAIo5s8.jpg

2020-10-31 22:17:12,b'https://t.co/jBYkqvRvCZ\n\nOKAY IT WASNT LOLITA IT WAS ANNA KARENINA SKSKSKSKSKKSKS https://t.co/CgiaLw33F3',none

2020-10-31 22:13:02,b'@evil_trashbear ( \xf0\x9f\x8e\x80 ) \xc2\xb0happily shows the lust character I made as well . \xc2\xb0 https://t.co/FfeiLGCDyJ',http://pbs.twimg.com/media/ElsK5CeXYAAJl-z.jpg

2020-10-31 22:11:42,b'@KaterVohar Kuroo loves you\xf0\x9f\x92\x95',none

2020-10-31 22:11:40,"b'RT @clownplushie: one more, um.. invader zim lolita coord? :,D\n@loveliestlor https://t.co/qyfvsYUx3Z'",http://pbs.twimg.com/media/ElrpSgMXYAQy4St.jpg

2020-10-31 22:10:29,b'YES! I made it before it was over! (I got the goth Lolita sleeves) https://t.co/z52i3o38ji',http://pbs.twimg.com/media/ElsKTruWMAATJv_.jpg

2020-10-31 22:10:20,"b""RT @BarackObama: Don't boo \xe2\x80\x94 vote! Happy Halloween, everybody. https://t.co/XdZz4dh82T https://t.co/A28ZuxPf4i""",http://pbs.twimg.com/media/ElrkHAtXgAESMad.jpg

2020-10-31 22:10:19,"b'Showgirl, genie-hybrid, steampunk (?), gothic lolita magician suit ideas. 3/4 https://t.co/EhMwb0UOmG'",http://pbs.twimg.com/media/ElsKQyWXYAISRRf.jpg

2020-10-31 22:09:54,"b""@ARAITUH @abagofangrybees Thank you!! \xe2\x98\xba\xef\xb8\x8f It is @lolita_baroque's Rabbit Circus!""",none

2020-10-31 22:09:53,"b'@goldngracetrixr \xe2\x80\x9c Give me a second! \xe2\x80\x9c He poofed and came back Waring a frilly white Lolita dress, bonnet, and Mary\xe2\x80\xa6 https://t.co/dFIkfA0yof'",none

